subject,phase,group,bin_start_min,bin_end_min,active_lever_presses,inactive_lever_presses,session_time
73,SelfAdmin,One,0,10,2,1,0-10 min
73,SelfAdmin,One,10,20,4,4,10-20 min
73,SelfAdmin,One,20,30,5,0,20-30 min
73,SelfAdmin,One,30,40,3,0,30-40 min
73,SelfAdmin,One,40,50,2,0,40-50 min
73,SelfAdmin,One,50,60,2,0,50-60 min
73,SelfAdmin,One,60,70,2,0,60-70 min
73,SelfAdmin,One,70,80,4,0,70-80 min
73,SelfAdmin,One,80,90,5,0,80-90 min
73,SelfAdmin,One,90,100,1,0,90-100 min
73,SelfAdmin,One,100,110,6,0,100-110 min
73,SelfAdmin,One,110,120,2,0,110-120 min
73,SelfAdmin,One,120,130,4,0,120-130 min
73,SelfAdmin,One,130,140,2,0,130-140 min
73,SelfAdmin,One,140,150,2,0,140-150 min
73,SelfAdmin,One,150,160,3,2,150-160 min
73,SelfAdmin,One,160,170,2,4,160-170 min
73,SelfAdmin,One,170,180,3,6,170-180 min
74,SelfAdmin,One,0,10,0,1,0-10 min
74,SelfAdmin,One,10,20,1,2,10-20 min
74,SelfAdmin,One,20,30,0,0,20-30 min
74,SelfAdmin,One,30,40,0,0,30-40 min
74,SelfAdmin,One,40,50,0,0,40-50 min
74,SelfAdmin,One,50,60,0,0,50-60 min
74,SelfAdmin,One,60,70,0,0,60-70 min
74,SelfAdmin,One,70,80,0,0,70-80 min
74,SelfAdmin,One,80,90,0,0,80-90 min
74,SelfAdmin,One,90,100,0,0,90-100 min
74,SelfAdmin,One,100,110,0,0,100-110 min
74,SelfAdmin,One,110,120,0,0,110-120 min
74,SelfAdmin,One,120,130,0,0,120-130 min
74,SelfAdmin,One,130,140,0,0,130-140 min
74,SelfAdmin,One,140,150,0,0,140-150 min
74,SelfAdmin,One,150,160,0,0,150-160 min
74,SelfAdmin,One,160,170,0,0,160-170 min
74,SelfAdmin,One,170,180,0,0,170-180 min
75,SelfAdmin,One,0,10,3,4,0-10 min
75,SelfAdmin,One,10,20,5,0,10-20 min
75,SelfAdmin,One,20,30,0,10,20-30 min
75,SelfAdmin,One,30,40,0,0,30-40 min
75,SelfAdmin,One,40,50,0,0,40-50 min
75,SelfAdmin,One,50,60,0,0,50-60 min
75,SelfAdmin,One,60,70,0,0,60-70 min
75,SelfAdmin,One,70,80,0,0,70-80 min
75,SelfAdmin,One,80,90,0,5,80-90 min
75,SelfAdmin,One,90,100,0,0,90-100 min
75,SelfAdmin,One,100,110,0,0,100-110 min
75,SelfAdmin,One,110,120,0,0,110-120 min
75,SelfAdmin,One,120,130,0,0,120-130 min
75,SelfAdmin,One,130,140,0,0,130-140 min
75,SelfAdmin,One,140,150,0,0,140-150 min
75,SelfAdmin,One,150,160,0,0,150-160 min
75,SelfAdmin,One,160,170,0,0,160-170 min
75,SelfAdmin,One,170,180,0,0,170-180 min
76,SelfAdmin,One,0,10,5,6,0-10 min
76,SelfAdmin,One,10,20,14,2,10-20 min
76,SelfAdmin,One,20,30,7,0,20-30 min
76,SelfAdmin,One,30,40,4,0,30-40 min
76,SelfAdmin,One,40,50,4,1,40-50 min
76,SelfAdmin,One,50,60,0,0,50-60 min
76,SelfAdmin,One,60,70,2,1,60-70 min
76,SelfAdmin,One,70,80,1,0,70-80 min
76,SelfAdmin,One,80,90,0,0,80-90 min
76,SelfAdmin,One,90,100,4,1,90-100 min
76,SelfAdmin,One,100,110,7,0,100-110 min
76,SelfAdmin,One,110,120,8,0,110-120 min
76,SelfAdmin,One,120,130,2,0,120-130 min
76,SelfAdmin,One,130,140,2,3,130-140 min
76,SelfAdmin,One,140,150,6,1,140-150 min
76,SelfAdmin,One,150,160,5,0,150-160 min
76,SelfAdmin,One,160,170,10,1,160-170 min
76,SelfAdmin,One,170,180,3,2,170-180 min
77,SelfAdmin,One,0,10,2,4,0-10 min
77,SelfAdmin,One,10,20,3,0,10-20 min
77,SelfAdmin,One,20,30,2,0,20-30 min
77,SelfAdmin,One,30,40,6,0,30-40 min
77,SelfAdmin,One,40,50,0,0,40-50 min
77,SelfAdmin,One,50,60,3,0,50-60 min
77,SelfAdmin,One,60,70,2,0,60-70 min
77,SelfAdmin,One,70,80,5,0,70-80 min
77,SelfAdmin,One,80,90,6,0,80-90 min
77,SelfAdmin,One,90,100,2,0,90-100 min
77,SelfAdmin,One,100,110,5,0,100-110 min
77,SelfAdmin,One,110,120,13,0,110-120 min
77,SelfAdmin,One,120,130,10,0,120-130 min
77,SelfAdmin,One,130,140,0,0,130-140 min
77,SelfAdmin,One,140,150,0,0,140-150 min
77,SelfAdmin,One,150,160,2,0,150-160 min
77,SelfAdmin,One,160,170,0,1,160-170 min
77,SelfAdmin,One,170,180,1,1,170-180 min
78,SelfAdmin,One,0,10,0,0,0-10 min
78,SelfAdmin,One,10,20,0,0,10-20 min
78,SelfAdmin,One,20,30,0,0,20-30 min
78,SelfAdmin,One,30,40,0,0,30-40 min
78,SelfAdmin,One,40,50,0,0,40-50 min
78,SelfAdmin,One,50,60,0,0,50-60 min
78,SelfAdmin,One,60,70,0,0,60-70 min
78,SelfAdmin,One,70,80,1,3,70-80 min
78,SelfAdmin,One,80,90,0,1,80-90 min
78,SelfAdmin,One,90,100,1,1,90-100 min
78,SelfAdmin,One,100,110,2,4,100-110 min
78,SelfAdmin,One,110,120,1,0,110-120 min
78,SelfAdmin,One,120,130,1,1,120-130 min
78,SelfAdmin,One,130,140,2,1,130-140 min
78,SelfAdmin,One,140,150,0,0,140-150 min
78,SelfAdmin,One,150,160,2,0,150-160 min
78,SelfAdmin,One,160,170,3,2,160-170 min
78,SelfAdmin,One,170,180,1,0,170-180 min
79,SelfAdmin,One,0,10,3,2,0-10 min
79,SelfAdmin,One,10,20,2,1,10-20 min
79,SelfAdmin,One,20,30,1,1,20-30 min
79,SelfAdmin,One,30,40,7,3,30-40 min
79,SelfAdmin,One,40,50,2,1,40-50 min
79,SelfAdmin,One,50,60,3,4,50-60 min
79,SelfAdmin,One,60,70,5,1,60-70 min
79,SelfAdmin,One,70,80,5,1,70-80 min
79,SelfAdmin,One,80,90,1,4,80-90 min
79,SelfAdmin,One,90,100,4,2,90-100 min
79,SelfAdmin,One,100,110,3,0,100-110 min
79,SelfAdmin,One,110,120,3,4,110-120 min
79,SelfAdmin,One,120,130,3,0,120-130 min
79,SelfAdmin,One,130,140,5,1,130-140 min
79,SelfAdmin,One,140,150,3,3,140-150 min
79,SelfAdmin,One,150,160,3,5,150-160 min
79,SelfAdmin,One,160,170,2,2,160-170 min
79,SelfAdmin,One,170,180,4,6,170-180 min
80,SelfAdmin,One,0,10,3,2,0-10 min
80,SelfAdmin,One,10,20,6,2,10-20 min
80,SelfAdmin,One,20,30,3,2,20-30 min
80,SelfAdmin,One,30,40,3,4,30-40 min
80,SelfAdmin,One,40,50,5,3,40-50 min
80,SelfAdmin,One,50,60,1,0,50-60 min
80,SelfAdmin,One,60,70,6,2,60-70 min
80,SelfAdmin,One,70,80,4,1,70-80 min
80,SelfAdmin,One,80,90,2,1,80-90 min
80,SelfAdmin,One,90,100,5,4,90-100 min
80,SelfAdmin,One,100,110,1,2,100-110 min
80,SelfAdmin,One,110,120,3,4,110-120 min
80,SelfAdmin,One,120,130,5,3,120-130 min
80,SelfAdmin,One,130,140,1,1,130-140 min
80,SelfAdmin,One,140,150,7,1,140-150 min
80,SelfAdmin,One,150,160,3,2,150-160 min
80,SelfAdmin,One,160,170,1,1,160-170 min
80,SelfAdmin,One,170,180,2,0,170-180 min
81,SelfAdmin,One,0,10,0,2,0-10 min
81,SelfAdmin,One,10,20,4,5,10-20 min
81,SelfAdmin,One,20,30,1,1,20-30 min
81,SelfAdmin,One,30,40,0,4,30-40 min
81,SelfAdmin,One,40,50,2,3,40-50 min
81,SelfAdmin,One,50,60,4,7,50-60 min
81,SelfAdmin,One,60,70,2,0,60-70 min
81,SelfAdmin,One,70,80,1,3,70-80 min
81,SelfAdmin,One,80,90,2,2,80-90 min
81,SelfAdmin,One,90,100,2,6,90-100 min
81,SelfAdmin,One,100,110,2,4,100-110 min
81,SelfAdmin,One,110,120,4,4,110-120 min
81,SelfAdmin,One,120,130,3,5,120-130 min
81,SelfAdmin,One,130,140,3,2,130-140 min
81,SelfAdmin,One,140,150,3,2,140-150 min
81,SelfAdmin,One,150,160,0,0,150-160 min
81,SelfAdmin,One,160,170,4,1,160-170 min
81,SelfAdmin,One,170,180,2,2,170-180 min
82,SelfAdmin,One,0,10,2,3,0-10 min
82,SelfAdmin,One,10,20,1,2,10-20 min
82,SelfAdmin,One,20,30,1,0,20-30 min
